Variable_1,Variable_2,Correlation,Abs_Correlation
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,-0.7255951554951858,0.7255951554951858
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,-0.725595155495185,0.725595155495185
estimated_revenue_increase_from_ai_trillions_usd_std_2,ai_software_revenue_in_billions_ratio_lag_3,-0.7255951554951704,0.7255951554951704
ai_software_revenue_in_billions_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_band_position,-0.7255951554951494,0.7255951554951494
jobs_at_high_risk_of_automation__transportation_&_storage_%,estimated_revenue_increase_from_ai_trillions_usd_std_5,0.7255892438417366,0.7255892438417366
global_expectation_for_ai_adoption_%,global_ai_market_value_in_billions_upper_band,0.7255342513397,0.7255342513397
revenue_per_org_using_ai,ai_software_revenue_in_billions_band_position,-0.7253483142752316,0.7253483142752316
organizations_believing_ai_provides_competitive_edge,competition_intensity,0.7253195977423543,0.7253195977423543
global_ai_market_value_in_billions_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.7253075319432952,0.7253075319432952
global_ai_market_value_in_billions_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.7253075319432952,0.7253075319432952
global_ai_market_value_in_billions_ratio_lag_1,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.7253075319432951,0.7253075319432951
jobs_at_high_risk_of_automation__transportation_&_storage_%,global_ai_market_value_in_billions_std_3,0.7247198821971432,0.7247198821971432
jobs_at_high_risk_of_automation__transportation_&_storage_%,global_ai_market_value_in_billions_volatility,0.7247198821971432,0.7247198821971432
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,market_efficiency_ratio,-0.7246844266417178,0.7246844266417178
estimated_revenue_increase_from_ai_trillions_usd_std_2,market_efficiency_ratio,-0.7246844266416955,0.7246844266416955
ai_adoption_%,early_period,-0.7246309653985301,0.7246309653985301
net_job_loss_in_the_us,global_ai_market_value_in_billions_upper_band,-0.724575078502135,0.724575078502135
global_ai_market_value_in_billions_std_2,estimated_revenue_increase_from_ai_trillions_usd_ma_3,0.7244966534170111,0.7244966534170111
estimated_revenue_increase_from_ai_trillions_usd_ma_3,global_ai_market_value_in_billions_diff_lag_1,0.724496653417011,0.724496653417011
estimated_revenue_increase_from_ai_trillions_usd_std_5,organizations_using_ai_band_position,0.7243135901010572,0.7243135901010572
global_ai_market_value_in_billions_diff_lag_2,organizations_using_ai_lower_band,0.7240432865281073,0.7240432865281073
global_ai_market_value_in_billions_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_ma_2,0.7240392352443595,0.7240392352443595
global_ai_market_value_in_billions_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_ma_2,0.7240392352443595,0.7240392352443595
estimated_revenue_increase_from_ai_trillions_usd_ma_2,global_ai_market_value_in_billions_ratio_lag_1,0.7240392352443595,0.7240392352443595
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,mid_period,0.7237920403015078,0.7237920403015078
estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,late_period,-0.7237920403015078,0.7237920403015078
net_job_loss_in_the_us,global_ai_market_value_in_billions_ma_2,-0.7237041059792718,0.7237041059792718
ai_software_revenue_in_billions_std_5,organizations_using_ai_volatility,0.7231493537364165,0.7231493537364165
ai_software_revenue_in_billions_std_5,organizations_using_ai_std_3,0.7231493537364165,0.7231493537364165
organizations_using_ai_lag_3,market_acceleration,0.722913278398797,0.722913278398797
investment_attractiveness,market_acceleration,0.7228621099025645,0.7228621099025645
market_efficiency_ratio,market_acceleration,-0.7228057880659142,0.7228057880659142
net_job_impact,late_period,-0.7225916412701,0.7225916412701
medical_professionals_using_ai_for_diagnosis,market_efficiency_ratio,-0.7224225322174933,0.7224225322174933
organizations_using_ai_growth_acceleration,global_ai_market_value_in_billions_diff_lag_1,0.7223343818203793,0.7223343818203793
organizations_using_ai_growth_acceleration,global_ai_market_value_in_billions_std_2,0.7223343818203793,0.7223343818203793
organizations_using_ai_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_upper_band,0.7221408501909867,0.7221408501909867
estimated_revenue_increase_from_ai_trillions_usd_detrended,competition_intensity,0.7219496148839836,0.7219496148839836
global_ai_market_value_in_billions_lag_3,organizations_using_ai_ratio_lag_1,0.721827766324122,0.721827766324122
organizations_using_ai_rolling_2y_growth,global_ai_market_value_in_billions_lag_3,0.7218277663241212,0.7218277663241212
organizations_using_ai_yoy_growth,global_ai_market_value_in_billions_lag_3,0.7218277663241212,0.7218277663241212
ai_software_revenue_in_billions_band_position,early_period,0.7217424777325628,0.7217424777325628
market_efficiency_ratio,estimated_revenue_increase_from_ai_trillions_usd_zscore,-0.72170320212446,0.72170320212446
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,market_efficiency_ratio,-0.7217032021244599,0.7217032021244599
estimated_revenue_increase_from_ai_trillions_usd,market_efficiency_ratio,-0.7217032021244598,0.7217032021244598
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,market_efficiency_ratio,-0.7215804981790356,0.7215804981790356
organizations_using_ai_rolling_2y_growth,global_ai_market_value_in_billions_diff_lag_1,0.7214683902117185,0.7214683902117185
organizations_using_ai_yoy_growth,global_ai_market_value_in_billions_diff_lag_1,0.7214683902117185,0.7214683902117185
global_ai_market_value_in_billions_std_2,organizations_using_ai_ratio_lag_1,0.7214683902117185,0.7214683902117185
organizations_using_ai_rolling_2y_growth,global_ai_market_value_in_billions_std_2,0.7214683902117184,0.7214683902117184
global_ai_market_value_in_billions_diff_lag_1,organizations_using_ai_ratio_lag_1,0.7214683902117184,0.7214683902117184
organizations_using_ai_yoy_growth,global_ai_market_value_in_billions_std_2,0.7214683902117184,0.7214683902117184
organizations_using_ai_volatility,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.7213105222618632,0.7213105222618632
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,organizations_using_ai_volatility,0.7213105222618632,0.7213105222618632
organizations_using_ai_std_3,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.7213105222618632,0.7213105222618632
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,organizations_using_ai_std_3,0.7213105222618632,0.7213105222618632
estimated_revenue_increase_from_ai_trillions_usd,organizations_using_ai_std_3,0.7213105222618631,0.7213105222618631
estimated_revenue_increase_from_ai_trillions_usd,organizations_using_ai_volatility,0.7213105222618631,0.7213105222618631
organizations_using_ai_growth_acceleration,organizations_using_ai_std_5,0.7211992158152392,0.7211992158152392
estimated_revenue_increase_from_ai_trillions_usd_std_3,investment_attractiveness,0.7211102550927987,0.7211102550927987
estimated_revenue_increase_from_ai_trillions_usd_volatility,investment_attractiveness,0.7211102550927987,0.7211102550927987
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,investment_attractiveness,0.7211102550927976,0.7211102550927976
estimated_revenue_increase_from_ai_trillions_usd_band_position,investment_attractiveness,0.7211102550927766,0.7211102550927766
ai_software_revenue_in_billions_band_position,investment_attractiveness,-0.7210563226742235,0.7210563226742235
organizations_using_ai_std_5,organizations_using_ai_lower_band,0.7209268423853252,0.7209268423853252
global_ai_market_value_in_billions_ma_2,estimated_revenue_increase_from_ai_trillions_usd_detrended,0.7208708947568718,0.7208708947568718
organizations_using_ai_diff_lag_2,revenue_per_org_using_ai,0.7208440177926803,0.7208440177926803
ai_software_revenue_in_billions_detrended,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.7207562032340661,0.7207562032340661
global_ai_market_value_in_billions_ma_3,ai_software_revenue_in_billions_ratio_lag_1,-0.7206901393807451,0.7206901393807451
ai_software_revenue_in_billions_yoy_growth,global_ai_market_value_in_billions_ma_3,-0.720690139380745,0.720690139380745
ai_software_revenue_in_billions_rolling_2y_growth,global_ai_market_value_in_billions_ma_3,-0.720690139380745,0.720690139380745
global_ai_market_value_in_billions_lag_2,organizations_using_ai_diff_lag_1,0.7206237530199733,0.7206237530199733
organizations_using_ai_std_2,global_ai_market_value_in_billions_lag_2,0.7206237530199733,0.7206237530199733
jobs_at_high_risk_of_automation__manufacturing,global_ai_market_value_in_billions_zscore,0.7205209486128967,0.7205209486128967
jobs_at_high_risk_of_automation__manufacturing,global_ai_market_value_in_billions_cumulative_growth,0.7205209486128967,0.7205209486128967
global_ai_market_value_in_billions,jobs_at_high_risk_of_automation__manufacturing,0.7205209486128958,0.7205209486128958
ai_adoption_%,late_period,0.7201440432144051,0.7201440432144051
organizations_using_ai_ma_2,global_ai_market_value_in_billions_diff_lag_1,0.7198907380976394,0.7198907380976394
global_ai_market_value_in_billions_std_2,organizations_using_ai_ma_2,0.7198907380976394,0.7198907380976394
global_expectation_for_ai_adoption_%,year_sin,-0.7197397351608372,0.7197397351608372
ai_software_revenue_in_billions_detrended,mid_period,-0.7196682024293577,0.7196682024293577
organizations_using_ai_ratio_lag_3,global_ai_market_value_in_billions_lower_band,-0.7187356878785645,0.7187356878785645
estimated_revenue_increase_from_ai_trillions_usd_ma_2,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7186021417665885,0.7186021417665885
ai_software_revenue_in_billions_ratio_lag_3,global_ai_market_value_in_billions_lower_band,0.7185966338681664,0.7185966338681664
medical_professionals_using_ai_for_diagnosis,organizations_using_ai_diff_lag_2,0.7185757571479553,0.7185757571479553
medical_professionals_using_ai_for_diagnosis,organizations_using_ai_std_3,0.7183403940483194,0.7183403940483194
medical_professionals_using_ai_for_diagnosis,organizations_using_ai_volatility,0.7183403940483194,0.7183403940483194
global_ai_market_value_in_billions_diff_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.7182079241173467,0.7182079241173467
global_ai_market_value_in_billions_std_2,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.7182079241173467,0.7182079241173467
market_efficiency_ratio,adoption_momentum,0.7178277182689722,0.7178277182689722
organizations_using_ai_above_ma_5,ai_software_revenue_in_billions_lag_2,0.7177140579236273,0.7177140579236273
ai_software_revenue_in_billions_above_ma_5,ai_software_revenue_in_billions_lag_2,0.7177140579236273,0.7177140579236273
estimated_revenue_increase_from_ai_trillions_usd_above_ma_5,ai_software_revenue_in_billions_lag_2,0.7177140579236273,0.7177140579236273
global_ai_market_value_in_billions_above_ma_5,ai_software_revenue_in_billions_lag_2,0.7177140579236273,0.7177140579236273
medical_professionals_using_ai_for_diagnosis,global_ai_market_value_in_billions_cumulative_growth,0.7177027897610915,0.7177027897610915
medical_professionals_using_ai_for_diagnosis,global_ai_market_value_in_billions_zscore,0.7177027897610914,0.7177027897610914
global_ai_market_value_in_billions,medical_professionals_using_ai_for_diagnosis,0.7177027897610913,0.7177027897610913
digital_voice_assistants_billions_of_devices,global_ai_market_value_in_billions_zscore,0.7176451620065831,0.7176451620065831
global_ai_market_value_in_billions,digital_voice_assistants_billions_of_devices,0.7176451620065831,0.7176451620065831
digital_voice_assistants_billions_of_devices,global_ai_market_value_in_billions_cumulative_growth,0.7176451620065831,0.7176451620065831
organizations_believing_ai_provides_competitive_edge,global_ai_market_value_in_billions_std_2,0.7175309844830126,0.7175309844830126
organizations_believing_ai_provides_competitive_edge,global_ai_market_value_in_billions_diff_lag_1,0.7175309844830126,0.7175309844830126
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,organizations_using_ai_diff_lag_2,0.7173632135701905,0.7173632135701905
organizations_using_ai_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.7173632135701904,0.7173632135701904
estimated_revenue_increase_from_ai_trillions_usd,organizations_using_ai_diff_lag_2,0.7173632135701904,0.7173632135701904
estimated_revenue_increase_from_ai_trillions_usd_detrended,global_ai_market_value_in_billions_lag_2,0.7170936589930779,0.7170936589930779
digital_voice_assistants_billions_of_devices,market_efficiency_ratio,-0.716941486575762,0.716941486575762
organizations_using_ai_std_5,ai_software_revenue_in_billions_ratio_lag_2,-0.7169126382185699,0.7169126382185699
organizations_using_ai_std_3,organizations_using_ai_lag_2,0.7169001627212837,0.7169001627212837
organizations_using_ai_lag_2,organizations_using_ai_volatility,0.7169001627212833,0.7169001627212833
global_ai_market_value_in_billions_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.7166828760735041,0.7166828760735041
americans_using_voice_assistants_%,global_ai_market_value_in_billions_rolling_2y_growth,0.7166828760735041,0.7166828760735041
americans_using_voice_assistants_%,global_ai_market_value_in_billions_yoy_growth,0.7166828760735041,0.7166828760735041
estimated_jobs_eliminated_by_ai_millions,global_ai_market_value_in_billions_ratio_lag_1,0.7166828760735041,0.7166828760735041
global_ai_market_value_in_billions_ratio_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.7166828760735041,0.7166828760735041
estimated_jobs_eliminated_by_ai_millions,global_ai_market_value_in_billions_yoy_growth,0.7166828760735041,0.7166828760735041
global_ai_market_value_in_billions_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.7166828760735041,0.7166828760735041
estimated_jobs_eliminated_by_ai_millions,global_ai_market_value_in_billions_rolling_2y_growth,0.7166828760735041,0.7166828760735041
americans_using_voice_assistants_%,global_ai_market_value_in_billions_ratio_lag_1,0.7166828760735041,0.7166828760735041
companies_prioritizing_ai_in_strategy,global_ai_market_value_in_billions_ratio_lag_1,0.716682876073504,0.716682876073504
companies_prioritizing_ai_in_strategy,global_ai_market_value_in_billions_yoy_growth,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_ratio_lag_1,years_since_start,0.716682876073504,0.716682876073504
year,global_ai_market_value_in_billions_rolling_2y_growth,0.716682876073504,0.716682876073504
year,global_ai_market_value_in_billions_ratio_lag_1,0.716682876073504,0.716682876073504
marketers_believing_ai_improves_email_revenue,global_ai_market_value_in_billions_rolling_2y_growth,0.716682876073504,0.716682876073504
marketers_believing_ai_improves_email_revenue,global_ai_market_value_in_billions_yoy_growth,0.716682876073504,0.716682876073504
companies_prioritizing_ai_in_strategy,global_ai_market_value_in_billions_rolling_2y_growth,0.716682876073504,0.716682876073504
year,global_ai_market_value_in_billions_yoy_growth,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_yoy_growth,cycle_position,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_yoy_growth,years_since_start,0.716682876073504,0.716682876073504
jobs_at_high_risk_of_automation__manufacturing,global_ai_market_value_in_billions_ratio_lag_1,0.716682876073504,0.716682876073504
marketers_believing_ai_improves_email_revenue,global_ai_market_value_in_billions_ratio_lag_1,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_ratio_lag_1,cycle_position,0.716682876073504,0.716682876073504
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,global_ai_market_value_in_billions_rolling_2y_growth,0.716682876073504,0.716682876073504
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,global_ai_market_value_in_billions_yoy_growth,0.716682876073504,0.716682876073504
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,global_ai_market_value_in_billions_ratio_lag_1,0.716682876073504,0.716682876073504
jobs_at_high_risk_of_automation__manufacturing,global_ai_market_value_in_billions_rolling_2y_growth,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_yoy_growth,net_job_impact,-0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_rolling_2y_growth,net_job_impact,-0.716682876073504,0.716682876073504
jobs_at_high_risk_of_automation__manufacturing,global_ai_market_value_in_billions_yoy_growth,0.716682876073504,0.716682876073504
estimated_new_jobs_created_by_ai_millions,global_ai_market_value_in_billions_rolling_2y_growth,0.716682876073504,0.716682876073504
estimated_new_jobs_created_by_ai_millions,global_ai_market_value_in_billions_ratio_lag_1,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_rolling_2y_growth,cycle_position,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_ratio_lag_1,net_job_impact,-0.716682876073504,0.716682876073504
estimated_new_jobs_created_by_ai_millions,global_ai_market_value_in_billions_yoy_growth,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_rolling_2y_growth,years_since_start,0.716682876073504,0.716682876073504
global_ai_market_value_in_billions_std_5,ai_software_revenue_in_billions_ratio_lag_2,-0.7165089065881766,0.7165089065881766
revenue_per_org_using_ai,global_ai_market_value_in_billions_lower_band,-0.7162912848120456,0.7162912848120456
estimated_revenue_increase_from_ai_trillions_usd_lag_3,global_ai_market_value_in_billions_lower_band,-0.7161065930152595,0.7161065930152595
estimated_revenue_increase_from_ai_trillions_usd_lag_3,organizations_using_ai_volatility,0.7160781122883019,0.7160781122883019
organizations_using_ai_std_3,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7160781122883019,0.7160781122883019
expected_increase_in_employee_productivity_due_to_ai_%,global_ai_market_value_in_billions_ratio_lag_1,0.7156391319572877,0.7156391319572877
expected_increase_in_employee_productivity_due_to_ai_%,global_ai_market_value_in_billions_yoy_growth,0.7156391319572875,0.7156391319572875
expected_increase_in_employee_productivity_due_to_ai_%,global_ai_market_value_in_billions_rolling_2y_growth,0.7156391319572875,0.7156391319572875
organizations_using_ai_ma_2,global_ai_market_value_in_billions_lower_band,-0.7156305989613333,0.7156305989613333
ai_contribution_to_healthcare_in_billions,ai_software_revenue_in_billions_above_ma_3,0.7154717665096538,0.7154717665096538
ai_contribution_to_healthcare_in_billions,estimated_revenue_increase_from_ai_trillions_usd_above_ma_3,0.7154717665096538,0.7154717665096538
ai_contribution_to_healthcare_in_billions,global_ai_market_value_in_billions_above_ma_3,0.7154717665096538,0.7154717665096538
ai_contribution_to_healthcare_in_billions,organizations_using_ai_above_ma_3,0.7154717665096538,0.7154717665096538
estimated_revenue_increase_from_ai_trillions_usd_std_3,market_efficiency_ratio,-0.7153975007223405,0.7153975007223405
market_efficiency_ratio,estimated_revenue_increase_from_ai_trillions_usd_volatility,-0.7153975007223397,0.7153975007223397
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,market_efficiency_ratio,-0.7153975007223388,0.7153975007223388
market_efficiency_ratio,estimated_revenue_increase_from_ai_trillions_usd_band_position,-0.7153975007223091,0.7153975007223091
organizations_using_ai_std_3,organizations_using_ai_ma_5,0.715234157473552,0.715234157473552
organizations_using_ai_ma_5,organizations_using_ai_volatility,0.7152341574735511,0.7152341574735511
estimated_revenue_increase_from_ai_trillions_usd_std_5,ai_software_revenue_in_billions_ratio_lag_3,-0.7151639805201817,0.7151639805201817
estimated_revenue_increase_from_ai_trillions_usd_ma_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.714834025585145,0.714834025585145
market_efficiency_ratio,years_since_start,-0.7145959040801743,0.7145959040801743
americans_using_voice_assistants_%,market_efficiency_ratio,-0.7145959040801743,0.7145959040801743
estimated_jobs_eliminated_by_ai_millions,market_efficiency_ratio,-0.7145959040801743,0.7145959040801743
market_efficiency_ratio,cycle_position,-0.7145959040801743,0.7145959040801743
companies_prioritizing_ai_in_strategy,market_efficiency_ratio,-0.7145959040801741,0.7145959040801741
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,market_efficiency_ratio,-0.7145959040801741,0.7145959040801741
year,market_efficiency_ratio,-0.7145959040801741,0.7145959040801741
global_ai_market_value_in_billions_diff_lag_2,late_period,0.714511751078874,0.714511751078874
global_ai_market_value_in_billions_std_5,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_3,-0.7145057390585716,0.7145057390585716
global_ai_market_value_in_billions_lag_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.7143360782568293,0.7143360782568293
estimated_revenue_increase_from_ai_trillions_usd_std_5,organizations_using_ai_lag_1,0.7142857142857187,0.7142857142857187
ai_software_revenue_in_billions_ratio_lag_3,global_ai_market_value_in_billions_ratio_lag_2,-0.7141934818356791,0.7141934818356791
medical_professionals_using_ai_for_diagnosis,global_ai_market_value_in_billions_ratio_lag_1,0.7141514482002886,0.7141514482002886
medical_professionals_using_ai_for_diagnosis,global_ai_market_value_in_billions_rolling_2y_growth,0.7141514482002885,0.7141514482002885
medical_professionals_using_ai_for_diagnosis,global_ai_market_value_in_billions_yoy_growth,0.7141514482002885,0.7141514482002885
ai_software_revenue_in_billions_std_3,market_acceleration,0.7139093220490937,0.7139093220490937
ai_software_revenue_in_billions_volatility,market_acceleration,0.7139093220490937,0.7139093220490937
organizations_using_ai_std_3,estimated_revenue_increase_from_ai_trillions_usd_ma_2,0.7137756410819275,0.7137756410819275
estimated_revenue_increase_from_ai_trillions_usd_ma_2,organizations_using_ai_volatility,0.7137756410819274,0.7137756410819274
organizations_using_ai_ma_3,global_ai_market_value_in_billions_lower_band,-0.7136613800435819,0.7136613800435819
adoption_momentum,ai_software_revenue_in_billions_zscore,-0.7134278152654533,0.7134278152654533
ai_software_revenue_in_billions,adoption_momentum,-0.7134278152654533,0.7134278152654533
ai_software_revenue_in_billions_cumulative_growth,adoption_momentum,-0.7134278152654532,0.7134278152654532
ai_software_revenue_in_billions_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,-0.7133138732327139,0.7133138732327139
organizations_using_ai_std_5,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,-0.7130550706196042,0.7130550706196042
ai_software_revenue_in_billions_detrended,global_ai_market_value_in_billions_ratio_lag_1,0.7129328101538481,0.7129328101538481
global_ai_market_value_in_billions_rolling_2y_growth,ai_software_revenue_in_billions_detrended,0.7129328101538481,0.7129328101538481
global_ai_market_value_in_billions_yoy_growth,ai_software_revenue_in_billions_detrended,0.7129328101538481,0.7129328101538481
global_ai_market_value_in_billions_volatility,organizations_using_ai_lower_band,0.7126339968301042,0.7126339968301042
global_ai_market_value_in_billions_std_3,organizations_using_ai_lower_band,0.7126339968301042,0.7126339968301042
estimated_revenue_increase_from_ai_trillions_usd_std_3,ai_software_revenue_in_billions_volatility,0.7122581925019661,0.7122581925019661
ai_software_revenue_in_billions_std_3,adoption_momentum,-0.7122581925019659,0.7122581925019659
ai_software_revenue_in_billions_std_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,0.7122581925019658,0.7122581925019658
adoption_momentum,ai_software_revenue_in_billions_volatility,-0.7122581925019658,0.7122581925019658
ai_software_revenue_in_billions_std_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.7122581925019654,0.7122581925019654
ai_software_revenue_in_billions_std_3,estimated_revenue_increase_from_ai_trillions_usd_std_3,0.7122581925019653,0.7122581925019653
ai_software_revenue_in_billions_std_3,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.7122581925019653,0.7122581925019653
ai_software_revenue_in_billions_volatility,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.7122581925019653,0.7122581925019653
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,ai_software_revenue_in_billions_volatility,0.7122581925019652,0.7122581925019652
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,ai_software_revenue_in_billions_volatility,0.7122581925019651,0.7122581925019651
estimated_revenue_increase_from_ai_trillions_usd_std_2,ai_software_revenue_in_billions_volatility,0.7122581925019422,0.7122581925019422
ai_software_revenue_in_billions_std_3,estimated_revenue_increase_from_ai_trillions_usd_std_2,0.712258192501942,0.712258192501942
ai_software_revenue_in_billions_std_3,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.71225819250194,0.71225819250194
ai_software_revenue_in_billions_volatility,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.71225819250194,0.71225819250194
ai_software_revenue_in_billions_std_2,adoption_momentum,-0.7120945565633643,0.7120945565633643
ai_software_revenue_in_billions_std_2,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,0.7120945565633638,0.7120945565633638
ai_software_revenue_in_billions_diff_lag_1,adoption_momentum,-0.7120945565633636,0.7120945565633636
ai_software_revenue_in_billions_diff_lag_1,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,0.7120945565633633,0.7120945565633633
ai_software_revenue_in_billions_std_2,estimated_revenue_increase_from_ai_trillions_usd_std_2,0.7120945565633383,0.7120945565633383
estimated_revenue_increase_from_ai_trillions_usd_std_2,ai_software_revenue_in_billions_diff_lag_1,0.7120945565633372,0.7120945565633372
global_ai_market_value_in_billions_yoy_growth,ai_software_revenue_in_billions_diff_lag_3,0.7116386782535179,0.7116386782535179
global_ai_market_value_in_billions_rolling_2y_growth,ai_software_revenue_in_billions_diff_lag_3,0.7116386782535179,0.7116386782535179
ai_software_revenue_in_billions_diff_lag_3,global_ai_market_value_in_billions_ratio_lag_1,0.7116386782535177,0.7116386782535177
ai_software_revenue_in_billions_diff_lag_2,market_acceleration,0.7113667971706231,0.7113667971706231
organizations_using_ai_std_3,estimated_revenue_increase_from_ai_trillions_usd_ma_3,0.7111951824123699,0.7111951824123699
estimated_revenue_increase_from_ai_trillions_usd_ma_3,organizations_using_ai_volatility,0.7111951824123698,0.7111951824123698
market_efficiency_ratio,ai_software_revenue_in_billions_band_position,0.7110737368686199,0.7110737368686199
organizations_using_ai_lag_2,organizations_using_ai_diff_lag_2,0.7109922066043578,0.7109922066043578
ai_software_revenue_in_billions_ratio_lag_2,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_2,0.7109447167734058,0.7109447167734058
estimated_revenue_increase_from_ai_trillions_usd_yoy_growth,organizations_using_ai_diff_lag_3,-0.7105540664060376,0.7105540664060376
estimated_revenue_increase_from_ai_trillions_usd_rolling_2y_growth,organizations_using_ai_diff_lag_3,-0.7105540664060376,0.7105540664060376
organizations_using_ai_diff_lag_3,estimated_revenue_increase_from_ai_trillions_usd_ratio_lag_1,-0.7105540664060349,0.7105540664060349
estimated_revenue_increase_from_ai_trillions_usd_ma_2,organizations_using_ai_diff_lag_2,0.710214886313286,0.710214886313286
net_job_loss_in_the_us,global_ai_market_value_in_billions_diff_lag_2,-0.7100775536206574,0.7100775536206574
global_expectation_for_ai_adoption_%,global_ai_market_value_in_billions_diff_lag_2,0.70996777570146,0.70996777570146
estimated_revenue_increase_from_ai_trillions_usd_std_3,ai_software_revenue_in_billions_diff_lag_2,0.7096636070383673,0.7096636070383673
ai_software_revenue_in_billions_diff_lag_2,adoption_momentum,-0.7096636070383672,0.7096636070383672
ai_software_revenue_in_billions_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,0.7096636070383672,0.7096636070383672
ai_software_revenue_in_billions_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.7096636070383667,0.7096636070383667
ai_software_revenue_in_billions_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.7096636070383666,0.7096636070383666
estimated_revenue_increase_from_ai_trillions_usd_std_2,ai_software_revenue_in_billions_diff_lag_2,0.7096636070383433,0.7096636070383433
ai_software_revenue_in_billions_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.7096636070383413,0.7096636070383413
global_ai_market_value_in_billions_diff_lag_3,mid_period,-0.7095974005082817,0.7095974005082817
global_ai_market_value_in_billions_diff_lag_3,late_period,0.7095974005082817,0.7095974005082817
ai_software_revenue_in_billions_yoy_growth,organizations_using_ai_diff_lag_3,-0.709401377776696,0.709401377776696
ai_software_revenue_in_billions_rolling_2y_growth,organizations_using_ai_diff_lag_3,-0.709401377776696,0.709401377776696
ai_software_revenue_in_billions_ratio_lag_1,organizations_using_ai_diff_lag_3,-0.7094013777766957,0.7094013777766957
organizations_using_ai_diff_lag_1,global_ai_market_value_in_billions_band_position,0.7091224289181087,0.7091224289181087
organizations_using_ai_std_2,global_ai_market_value_in_billions_band_position,0.7091224289181087,0.7091224289181087
organizations_using_ai_ma_5,year_sin,-0.7091214573281645,0.7091214573281645
global_ai_market_value_in_billions_ma_3,job_creation_ratio,0.7090582746150177,0.7090582746150177
